gene	sample_1	sample_2	sample_3
ACIN1	112.9423	65.65553	84.229875
ATP1B2	10.5182715	6.3819155	11.48475
ATP1B3	139.08255	276.89	223.5482
POU5F1P4	1.942694	11.65933	4.4796855
ATP1B1	15.90181	8.580312	7.723863
BX255923.3	0.055037315	0.078503895	0.086344835
TFB1M	8.858863	11.657365	12.77931
MIR548AD	9.419781	12.74144	15.35027
RNU6-1157P	15.446235	5.9792055	12.276215
MORN3	0.1901125	0.27007415	0.59064445
MIR548AB	8.0820165	13.43122	4.9421205
TSEN15	11.29516	10.311775	12.04542
MORN2	6.7762715	6.30262	4.228634
LINC00668	0.056649425	0.05824331	0.15046048
SNX3	44.418055	204.90675	218.5646
SNX2	119.3181	187.26725	147.1002
SNX1	24.477595	24.17389	20.86478
SNX7	10.944155	14.744695	13.5176
SNX6	18.59891	20.218555	26.18438
SNX5	53.74079	52.69263	58.243215
SNX4	10.92265	11.228285	9.650651
RP11-430A19.2	9.32968e-06	0.001045065855	0.006104709
RP11-638L3.1	0.010862046101	3.8266064e-07	1.36092e-07
SNX9	3.753204	8.267296	10.26155
SNX8	15.5909	20.012905	21.817415
AL359314.1	10.62024	10.3568615	8.31743
MIR3619	18.180455	21.04601	14.37579
MIR3618	10.8664195	10.714375	9.433646
RP11-286H14.4	10.69887	15.16837	15.277205
MIR3613	10.533108	14.513565	5.0425125
MIR3612	8.038717	8.9707185	3.5106405
MIR3611	4.1566475	3.251693	2.5715455
MIR3610	20.0424	19.061755	10.2197425
MIR3617	18.56117	17.098835	22.504485
IGKV1OR-3	0.357786765	0.0169264415	0.0078936205
MIR3615	1.44777	2.3343485	0.60414875
MIR3614	15.1769	6.8855285	8.6645935
CTD-3065J16.6	0.26453585	0.3256108	0.39389485
IGKV1OR-2	0.14041868	0.05669897	0.027604415
RP11-362I1.1	0.00075857492	0.002175721	0.00022942365
RP11-286H14.1	0.003378187	0.0024537345	5.337828e-05
MIR3160-2	11.00517	10.66031	13.928515
KHSRP	124.8564	82.83473	87.2397
TIMELESS	18.562995	11.72449	12.756565
CTD-3065J16.9	0.41069915	0.2529645	0.1640048
RP4-764D2.1	1.541264	1.1727315	1.0462135
AL034449.1	7.6771085	5.875806	5.5094575
RP11-286H14.3	0.0016154013	0.0049633885	0.008122614
RP11-117D22.2	0.003803308	0.001143256	0.034579675
LINC00662	3.6231055	3.7867595	4.570003
PHKG2	13.952975	10.4633	9.408522
NRTN	3.2383595	0.6970653	1.731042
ORAI2	3.8048905	4.537068	4.1162955
ORAI3	3.699261	8.716624	9.962006
SNORA70B	6.844926	6.407856	8.8427835
SNORA70C	11.02942	13.37973	8.0078875
SNORA70D	15.88576	15.586495	12.627895
SNORA70E	18.308925	12.39832	7.0982365
SNORA70F	10.076806	17.698385	6.3220795
SNORA70G	8.6531715	9.467429	9.484009
OR8B9P	0.0002361445	0.000297043985	0.000171428
AL158151.1	3.84243	3.912354	2.7892915
AC092364.4	10.2242915	16.074165	8.569552
DLAT	16.462085	8.9775075	9.015933
CTD-3051D23.3	0.04582263	0.080557557	0.0013944145
C12orf29	5.993115	6.76354	6.27862
RP11-718M20.5	0.007791563	0.0013376575	0.01398072
MIR5703	110.77137	111.97965	96.483415
C12orf23	6.6573275	8.2209805	14.80252
MEAF6P1	2.9773445	3.436262	3.405573
RNU6-846P	7.7299985	6.587107	6.95206
RNU6-842P	15.15727	7.9880285	6.88915
RP11-486E2.1	0.00011261753005	0.00012763525	0.00110351985
CTD-2293H3.1	0.136544685	0.170752	0.20005495
RPL17P49	0.001511066	0.000462068	0.00017377651
RPL17P46	7.5831442e-05	0.00080260048	6.692896e-05
RPL17P44	55.014735	79.175235	71.83546
RPL17P45	1.73113075e-05	2.418543e-07	1.3901804e-05
RPL17P42	4.636395e-05	6.712795e-05	0.02658364309
RPL17P43	434.3577	682.56725	702.50125
RPL17P40	0.002656797	0.01415958	0.0011479325
RPL17P41	46.230435	63.54499	57.667365
CTD-3253I12.1	0.00027116315	9.81192e-07	6.726095e-05
RP11-346D19.1	0.0005434925	1.076502e-05	3.36838905e-05
RP11-384C4.6	0.0031951585	9.28778e-06	5.23351e-06
PCCA-AS1	0.02984319	0.07131519	0.026103125
RP11-309I15.1	0.07298449	0.020332905	0.02110956
FABP6	0.38569495	0.1813872	0.26189805
FABP7	0.7513553	0.71181245	0.63404065
RP11-75C23.1	0.0022393125	0.007867709	0.0001617545
FABP5	29.90693	35.51699	27.855645
FABP2	3.99782e-05	0.005227219	0.00019920565
FABP3	4.0638595	3.051359	5.1272515
FANCD2	25.318685	17.67414	21.694485
PGAM1	128.84855	67.285	77.418775
GABRA5	0.70657045	0.6240671	0.451786
RP11-384C4.3	442.26395	545.3458	566.9604
RP11-196G18.1	0.4406839	0.6936301	0.40120375
GABRA1	0.034476025	0.04854433	0.02861669
AKR1C1	4.84229	6.1327195	12.39087
GABRA3	0.8543869	1.295354	1.7183055
GABRA2	0.08559332	0.21963755	0.5214226
IGLV3-10	0.00010716455	0.0007518465	0.00019736815
IGLV3-13	0.0027271545	0.081832565	0.08888363
IGLV3-12	0.0029883305	0.0001200554	0.001342038
IGLV3-15	0.0009583069	0.002273039	0.00073972
IGLV3-17	0.001764657945	0.0106269527	0.0018923035
IGLV3-16	0.004129968	0.01859232	0.0030808375
IGLV3-19	0.0003210035	8.1968e-06	0.0001227817
CDY14P	0.00010842235	0.0001428787	1.75739585e-05
RP3-335N17.2	0.021573705	0.029297841	0.04700833
RNF5P1	14.341025	8.3543495	9.6571335
RP11-322E11.5	14.56186136	0.7728601	27.726695
RP11-322E11.6	0.393130095	6.99299323	1.0661385
DOCK3	0.24059995	0.15343675	0.09231912
RP11-108B14.4	3.6341645	2.67509	1.7712915
RP11-108B14.5	1.6263843e-05	7.81719305e-05	2.863865e-07
RP11-108B14.1	0.2991259	0.7747723	0.89990785
RP11-447M4.1	0.04304274	0.012054885	0.0313334
GRIA1	0.10888825	0.3745111	0.120021375
SEPW1	266.72555	174.7421	87.68656
RN7SL113P	0.81502795	1.9235835	1.159702
DOCK6	33.594995	161.0426	211.1389
RP11-517P14.2	0.129863776	0.160479485	0.4117756
RP5-858B6.3	0.26299155	0.20392345	0.095258375
DOCK4	4.352007	9.553339	22.23008
EP300	7.536479	6.025475	7.4538915
TBC1D3	6.1901225	8.2404445	7.957263
HHATL-AS1	0.0062769545	0.001068972	0.000800167
NPY5R	0.29009875	0.27943635	0.061290045
CTD-2054N24.1	0.10844851	0.09736163	0.16523794
CTD-2054N24.2	0.532902	1.681247	1.819828
RP11-351O2.2	0.075863207	0.066371402	0.087565285
RP11-351O2.1	0.0001792435	4.412196e-06	0.001041858
SMEK1	27.365375	24.188625	31.564815
SMEK2	11.856215	10.26798	9.1256935
NEU4	0.26367005	0.82110455	0.67415765
RP11-425D10.1	9.505724	8.25241	10.3056735
AC002472.13	0.1956323	0.1990288	0.1579428
RP11-425D10.4	2.862659	2.609142	2.196591
NEU1	6.1693645	11.178375	11.867965
NEU2	0.00057675779	0.000601346	2.3589935e-05
NEU3	1.9747795	2.2852335	3.190833
RP3-473L9.4	6.5701655	11.513885	14.38369
CDY23P	0.0002879494971	0.00049124335	4.64111965e-05
hsa-mir-466	4.950826	3.9179635	1.4031135
KB-1517D11.2	0.00019812044	3.2083455e-05	1.37876e-05
RP11-473O4.4	0.051323821	0.104129148	0.1024922775
CTD-3184A7.4	4.6451235	3.952593	4.5711415
ERICH1-AS1	0.05793071	0.07897809	0.06938288
MIR2467	17.008625	22.32317	4.8171525
RP11-473O4.5	0.088591695	0.069836155	0.033583625
DLG1-AS1	0.071371059	0.0280144065	0.051503984
OPRL1	0.6412798	1.551731	1.5202285
RP11-473O4.3	0.0063015475	0.0002453777	0.0012800645
RP11-556I14.1	0.008451639	0.013165745	0.0545421985
RP11-556I14.2	4.04268e-06	1.016234e-05	0.0006714325
RN7SL398P	0.3093870575	0.008093336	0.00012029365
RP11-477G18.1	115.7454	149.81355	141.41885
RP11-477G18.2	192.0025	264.00375	294.36615
RP11-473O4.1	0.099231675	0.083752642	0.036204023
AC006988.1	7.187217	10.255312	7.6903955
RP11-157D23.1	0.0012433695	0.01907509715	8.382095e-05
MED10	5.3445205	9.31478	13.92874
MED11	7.172628	6.0199745	4.789111
MED12	24.302685	35.526575	38.13631
MED13	10.808305	8.743636	8.5928485
MED14	12.27671	16.958685	21.15639
FAM184B	0.014883345	0.04760046	0.04244539
MED16	90.767965	98.545525	72.626945
MED17	23.27925	15.346675	24.40321
MED18	7.792079	8.5521	7.838933
MED19	7.1832585	7.919246	7.152903
AC021021.1	0.027334455	0.02596193	0.14255138
AL136531.1	0.07067157	0.012325945	0.0645485435
PBX2P1	27.34648	41.253345	51.13689
AC097506.1	12.531935	22.11065	11.36412
ARSDP1	0.24454485	0.2574186	0.15237945
MORF4L1P1	130.42915	106.6119	142.47205
RNU6-946P	5.7078285	14.048125	7.624756
MORF4L1P4	0.018020808	0.00014283256	0.0010538325
MORF4L1P5	6.25174e-05	0.0020300426	0.01456636
CTB-119C2.1	0.124648885	0.2001584	0.073042795
MORF4L1P7	0.00022527266	1.8604505e-07	0.000197833175
RNU6-1212P	8.869271	11.528395	6.6472865
COPS8P2	9.8472895	11.15336	9.83392
RN7SL525P	0.5398196	0.6988177	0.92209755
HMGA1	326.6627	249.9763	287.0396
BAI1	0.92676405	0.91332225	1.7489395
BAI2	6.748996	3.999595	6.8512135
BAI3	1.0795769	0.4951831	0.4249349
RP11-621L6.2	0.0015313245	0.0360997515	0.023033876
RP11-621L6.3	0.05263561	0.32362265	0.1809384
AC112504.1	9.939798	11.19519	7.7152185
TLX1	0.14383815	0.1470349	0.13321915
TLX2	0.084229495	0.083747865	0.101330235
TLX3	1.4193274e-05	7.031125e-05	3.1253682e-05
AC007316.3	3.5790555e-05	0.0021550985	9.437559e-05
ADH1C	0.003478463	0.04181012	0.000877966
ADH1B	0.16671285	0.19102165	0.1022225
MT-RNR2	1677.7205	3476.684	4436.6105
LINC00339	11.93059	13.39589	10.3808465
MUSK	0.0073819825	0.00623065	0.001227436
AF274855.1	5.329051	9.0711485	4.661411
MLEC	42.569815	33.29357	42.09771
BX088651.2	23.67928	32.931245	16.932155
LL09NC01-139C3.1	0.184038085	0.23571755	0.15060635
RP11-116O18.3	0.098327005	0.114636535	0.07502593
RP11-809H16.2	0.185093	0.1183826	0.29407905
RP11-809H16.3	1.25854925e-05	3.662667e-05	0.00032308375
RP11-809H16.4	0.000110393	7.086315e-05	0.0002699045
SLC30A8	0.64655235	0.50117445	0.50182155
SLC30A5	19.86655	27.41475	33.248595
SLC30A4	0.25796895	0.28872215	0.2575253
SLC30A7	1.6751805	1.952582	3.1607215
SLC30A6	9.190731	6.9416165	6.8548605
SLC30A1	1.5456805	0.4273166	0.6846035
RP11-482M8.1	0.4790318	0.10147058	0.10698719
SLC30A3	13.975445	1.908683	3.958162
RP11-328K15.1	0.0020774825	0.0192405125	0.0005531845
EIF5AL1	19.83931	17.572985	11.027825
MT1HL1	0.0020611715	0.033569645	0.001866601
RP11-478C19.2	0.57758915	0.6382799	0.6457586
CENPF	28.483655	13.386215	16.60315
AL080276.1	5.4718335	4.8999125	5.4422245
EML2	29.15634	30.8478	68.610925
EML3	12.966595	29.012925	28.99371
EML1	11.94811	9.4540495	5.5143685
EML6	1.17575655	0.905176	0.739308
EML4	20.036835	12.87936	17.655335
EML5	1.759858	0.6607636	0.728958
PLEKHB2	10.57576	13.569915	18.272815
RP11-419J16.1	0.00117645645	0.00124304	2.368416e-05
AL049831.1	8.765008	8.9873475	6.2165235
HLA-DPB2	0.93861665	1.0690355	0.49756465
CENPE	9.4890395	7.5884315	15.60061
AC072062.3	0.00447667	0.045082434	0.004554764
RN7SKP291	0.0111059715	0.013815379	0.00850591
RN7SKP293	0.025170907	0.003174565	0.0026848785
RN7SKP292	0.0077045885	0.010693273	0.1549392055
RN7SKP295	4.5075675	5.4009605	4.8222555
RN7SKP294	0.004332301	0.0055428905	0.000996147
RN7SKP297	0.00847745085	0.022112534	0.0100285615
LINC00336	0.00358250095	0.05619601	0.000269893
KAAG1	0.0108907255	0.0387770485	0.0086179125
AC004017.1	2.70793	0.978688185	0.88007395
RP11-576D8.4	0.82784025	0.80486265	0.90231285
RSPO3	0.6414409	4.8655575	0.36453335
RSPO2	0.985189	4.412656	0.2301623
RSPO1	63.024325	63.848755	47.883445
CNN1	40.16387	12.782025	15.21568
RP11-419C19.3	0.0047181955	0.0004356349	6.862875e-05
CNN3	83.23686	89.44796	83.23113
RSPO4	1.754302	3.556983	1.50118
RP11-410B16.1	0.0038134915	0.00013907265	0.001861899
RNU2-65P	7.8289685	6.6451475	7.618871
RP11-168K11.2	0.012471515	0.3191714	0.07841711
RP11-168K11.3	0.000123161556	0.0126044653	0.00020186625
RP1-43O17.1	0.000619742425	2.264346e-05	0.0007307412
CHAC2	1.1850595	0.4219257	0.30868605
CHAC1	0.59769195	2.2324095	1.262819
IGKV3D-15	0.0002135208	0.00283675754	0.00132841367
RP11-452N4.1	0.004716501	0.001672784	0.0008716815
RN7SL749P	0.0059997875	0.002063688	0.0041363085
RP5-1007H16.1	5.76432e-05	0.00047372465	0.018418397765
RP13-24G8.2	0.00126753525	0.001932153575	0.02675814
ADAM20P2	2.258229e-06	2.440565e-05	0.0001009079
AC017104.4	0.005713814	0.00115822216	0.0013180354215
AP001437.1	0.91809245	0.6901416	0.37074485
AC017104.1	21.09047	30.78125	22.270135
RP11-349K21.1	8.6485675	12.182045	16.925345
AC017104.2	0.308046265	0.67398585	1.326167
EIF5B	13.453905	10.261034	10.61577
NEPNP	0.05101264	0.01278453465	0.0106694565
EIF5A	122.6866	106.6457	72.751255
RNU6-496P	6.2032	11.860155	12.27007
RP11-173D9.1	0.002354187	9.262865e-05	0.0503323512
RP11-173D9.5	0.8240401	0.85616655	0.66668395
RPP40P1	0.0001626355	0.0003564283	0.0003166715
LINC00333	2.42426155e-06	1.36585e-06	8.67838585e-06
RPP40P2	0.0018350155	1.27452975e-05	0.000203053
AC093107.7	60.11873	83.77481	82.639995
CDC37P1	1.4278835	2.3237525	2.4741055
TUBB8	8.4107845	5.8229015	5.5973745
AC090018.1	0.0015600255	0.001226539	8.38991e-05
TUBB6	41.497395	48.005985	71.98028
RP11-27K13.3	0.039159875	0.02114751	0.0155745665
TUBB3	16.152555	12.088665	20.063535
LINC00332	0.000623135	9.97052e-05	6.545535e-05
RP11-95P13.2	2.549725	3.2084715	3.812221
RP11-95P13.1	0.0044609245	0.16928264	0.0110301595
CTC-518B2.9	0.0017450115	0.001402983	2.115571e-05
HSP90AA1	184.62815	169.2388	134.36215
C19orf71	1.7788715	0.73950375	1.1085939
C19orf70	10.54775	13.89874	10.71545
C19orf73	0.20185215	0.257454	0.31006005
APTX	14.0791	11.247505	11.351625
C19orf77	2.376077	6.3590825	9.0869685
RP1-156L9.1	3.838658515e-05	0.002524414615	0.000132639
SH3BGRL3	41.75886	66.805205	86.32811
SH3BGRL2	4.2293695	3.6379835	3.8618005
AC114755.7	3.3470225	3.8477985	3.5006755
AL158155.1	7.8606155	5.2581575	7.4719915
RTKN	11.522695	11.444395	13.861095
MPRIPP1	5.014885	7.441178	9.808762
COPRS	16.5236	14.252435	8.718044
GIMAP8	0.077094545	18.853975	11.82781
PSMA6P1	22.25283	21.46723	21.63584
RP11-112J1.2	2.6816585	1.4945795	1.092338
RP11-112J1.3	20.239215	13.932315	12.981095
RP11-112J1.1	686.61035	879.8119	921.57505
TRBJ2-2P	28.442615	19.365495	15.936125
RP11-588P8.1	0.0424456145	3.410115e-05	8.342795e-05
KRTAP19-7	0.00492541	0.0001015242	2.161057e-05
RP11-689P11.2	0.9278721	1.796171	2.0966525
OR5H8P	0.00085665895	0.00069710875	0.0003073105
RN7SL672P	0.012028523	0.005618193	0.000288789445
OLFM2	14.730785	6.2944645	9.577582
OLFM1	11.871	1.18153355	2.0118815
OLFM4	8.54176e-06	0.0224765195	4.714345e-05
RP11-424E7.3	0.000156887	0.0007184156	0.012913338695
RP11-4C20.4	0.116049395	0.006355634	0.1097433705
RAF1	32.934915	20.659975	21.625395
RPL13P	1.906822	1.721804	2.064956
RNA5SP47	12.92023	14.59428	13.66492
DRAM2	28.518285	144.11135	224.56535
RP11-104O19.2	0.0284281545	0.0130179265	0.03479592
RP4-592A1.2	19.20558	20.215545	14.87901
KLF17P2	0.0014317424325	0.0004071365	6.506935e-05
RNU7-9P	10.0423355	17.58597	5.0617355
RP4-592A1.4	0.000729593	0.0011204965	0.0005502675
KLF17P1	0.0003359893	0.0002909066	0.0127839365
RP1-93L7.3	0.0010424285	0.00011086165	0.00071642245
RPL13A	973.6529	1276.9095	1148.9065
RP11-727M10.1	0.0004903995	0.0007765805	0.0005272005
RNU6-743P	9.4357385	5.2027005	7.1517325
RP11-634B7.4	0.068291465	0.16646655	0.1626915
BCL7C	6.7451105	8.850378	7.09827
BCL7B	17.37117	17.841565	24.3542
BCL7A	4.028231	2.56019	2.3036455
AC016894.1	0.000692888	16.072345365	2.1899207575
RNU6-43P	14.976185	8.866853	14.542805
RNU6-183P	15.04623	6.749231	8.419912
SCP2	30.78487	29.34337	23.6115
EFNA5	6.514331	1.4015685	1.7427745
EFNA4	5.839086	4.5544675	5.100024
EFNA3	0.06235464	0.058846185	0.05979058
EFNA2	3.9682895	3.8691475	3.288243
EFNA1	15.60633	68.844235	46.961155
AP001362.1	0.138289615	0.126994	0.09029245
DDX25	1.28945	2.5464765	2.7725645
MBNL1-AS1	0.04058475	0.095073725	0.1155016
RP11-475I24.1	0.63545305	0.9071522	0.96867125
RNU1-120P	6.181463	7.4890325	8.8960615
AC018866.1	0.080359515	0.19554266	0.059954003
SSU72P2	0.1508699475	0.000842672	0.0009264085
RP11-546M4.1	10.37215	11.079	11.579529
CLCC1	5.7764965	9.1652395	7.247961
RP11-580P21.1	0.00024670655	3.702885e-05	2.80784e-06
SSU72P1	3.1280925e-05	0.0020597285	0.000163822885
ATP5F1P1	0.000269293	0.000198648935	0.000240107585
ATP5F1P3	4.884239	5.8403275	6.4779065
ATP5F1P2	0.0005212475255	1.2774e-05	4.98891e-07
ATP5F1P5	3.097264	3.568685	3.1170445
ATP5F1P4	0.0002521956905	0.0004154035	2.46636393e-05
ATP5F1P7	1.843154	1.896756	1.5400975
ATP5F1P6	5.62802	5.014831	4.849294
RP11-678G14.3	0.000271181	0.09335178	0.001522348
C1orf189	0.00016149835	0.0012304695	0.00066536499
RP11-161M6.5	0.0003424109	0.000529197165	0.00010926775
RP11-161M6.2	6.0066425	9.4675005	8.478522
RP11-161M6.3	0.004639082	0.001946065	0.0048724305
RP11-678G14.5	14.634875	7.060709	13.513385
RP11-678G14.4	0.0450292145	0.140672065	0.10696086
C1orf180	0.022403505	0.022233945	0.02646376
UCN3	0.000732503	0.000727532	0.00028571285
AC091132.1	0.000803757235	0.043726199	0.134761735
RNU6-187P	1.2215918	3.526438	1.35686585
C1orf186	1.5433255	3.345435	4.311161
RPSAP53	37.92773	38.926355	21.77412
RP11-268I9.3	0.00322367995	0.0006561937605	0.000306761985
RP11-268I9.1	0.0008216512	0.009177467	0.00648132925
OR51H1P	0.000154108409	1.996545e-06	0.0004509691
APEX1	166.4577	104.792015	90.139045
RP1-171K16.5	0.00066656905	0.000526827	0.0006707668
APEX2	5.4813535	4.8249075	4.881364
RP11-730A19.7	1.36508227	22.806019595	1.255598345
RP11-730A19.5	0.29749175	0.1767116	0.37684125
RP11-730A19.9	0.18984792	0.157642845	2.749505e-05
SPOCD1	1.5866945	2.348366	1.967637
IPPKP1	0.0016560196095	8.46946e-06	0.0002548288
KMT2C	6.1793695	6.3846405	8.371036
KMT2B	2.2431275	2.1241075	2.641622
ESRRG	2.1027675	0.8210677	0.58064825
RP11-358D14.2	0.0006095715	0.0012744965	0.036446665
ESRRA	5.4221535	4.5537665	4.8847315
RP11-495P10.6	0.120403655	1.098925	0.6317842
RP11-495P10.5	4.485235e-05	0.045571255	0.022065835
KMT2D	19.094385	16.92957	20.69444
RP11-495P10.9	0.006600621	0.00511726995	0.209805465
RP11-495P10.8	0.13227929	0.7906661	0.125369475
CLEC11A	1.127362	7.5717555	4.794864
RP11-236J17.6	0.0002037665	0.00039440555	0.0023232715
RP11-236J17.5	0.00097734345	0.0011533245	0.00103745485
RP11-236J17.3	2.516782e-05	7.399065e-06	0.00017906005
CRYM-AS1	0.0179194355	0.054767245	0.03801662
RP11-31H5.1	0.0044983452	0.0020666555	0.0012313655
CEP19	1.0803725	1.691137	1.280452
ZNF718	3.581582	3.185235	3.8647165
ST13P20	0.065657155	0.05684566	0.053958275
TRBV9	0.007313157	0.000174354635	0.0015331245
ZNF714	10.1051055	9.276198	12.1585
ZNF716	2.0403445	1.654157	2.287931
ZNF717	1.561541	1.8952565	1.5283425
ZNF710	9.191828	13.80415	16.765265
ZNF711	8.9589895	6.919261	7.0838815
ZNF713	2.6391695	1.8028185	1.738775
NFAM1	0.4913073	0.19141555	0.30842315
SSXP4	0.02629418	0.0076744245	0.03571196
AL445258.1	10.290879	12.16841	11.51517
AC007535.1	12.36741	6.0769495	5.6347715
ASB10	0.007703418	0.0049163115	0.012340015
RP11-310I24.1	0.004437396	0.0044465065	3.484595e-05
ASB12	0.085514112	0.1610514	0.27839305
ASB13	4.439136	6.7320065	3.3188045
ASB14	0.104124435	0.2359028	0.2298281
LRPPRC	45.696955	34.617795	31.663955
ASB16	0.81124415	0.44128725	0.2905405
MYOM2	4.4133605	5.685947	5.3557035
ASB18	0.2774757	0.39025275	0.45560425
RNU6-129P	6.8007105	9.7577145	6.731423
RP11-139J15.7	0.9150061	0.8837842	1.4229545
RPP38	7.805424	6.2484405	7.813545
FGF6	0.043349415	0.04669914	0.007012604
TROVE2	4.3404575	4.70132	6.3944065
AL445384.1	9.0051585	4.7041575	4.8851955
RP11-776K3.1	0.054949498	0.029706244	0.00701732315
CTD-3145H4.1	0.03778135	0.020342945	0.0066364655
TCHHL1	1.5884795e-05	8.62025e-08	7.40965868e-06
RNU2-31P	0.9612586	3.6997395	0.19545885
NSMF	17.808695	19.251165	18.149975
XCL2	0.0636857485	0.224972055	0.4559769
XCL1	0.0350621975	0.11030245	0.1590832
ALDH1L1-AS2	0.058988915	0.020245918	0.003185747
NNT	12.900135	18.872955	17.71741
SMIM19	120.67555	114.49185	138.2121
RP11-73M18.8	1.863718	3.002217	3.2671415
RP11-231C18.1	9.495502e-05	1.3896125e-05	0.058625548075
RP11-231C18.2	6.2613915e-05	0.00050369485	0.00047345187
RP11-26H16.1	239.11215	306.7195	330.15825
LA16c-360H6.2	8.8496645	4.9343445	4.381689
LA16c-360H6.3	0.08160468	0.071013055	0.045520865
RP11-768F21.1	0.06598027	0.2973924	0.27142883
C14orf64	0.33244315	0.8047526	0.63296635
RP11-7M8.2	0.1665905	0.09850322	0.029659017
CT64	0.071570875	0.1283497	0.013705445
RP11-79C23.1	0.0069148945	0.002588769	0.056470707
OFD1P3Y	0.00010181855	0.00034994204	2.8816201e-05
RP4-614C15.3	0.000658745	4.18397775e-05	0.0009880435
RP4-614C15.2	0.059456707	0.0575019085	0.088448925
AC073065.3	0.1258919	0.1532815	0.098484795
RP5-1029K10.2	0.035897325	0.03710218	0.0166561265
FDPS	63.50684	105.17595	105.2415
RP13-262C2.3	0.0022331505	0.0033292385	0.1383221875
AC068946.1	17.31711	15.535355	8.896439
RP11-2N5.1	0.000909459	0.000755265	3.34715e-05
RP11-168J19.2	0.73019015	0.74332895	0.7153561
TFPI2	0.727579	4.3312175	1.202401
RP11-315J22.5	22.01845	24.080285	21.332475
RP11-73M18.2	4.5526655	3.795438	5.7130625
RNU6-647P	8.842165	7.153385	4.4091165
RP11-395N3.1	0.0743603665	0.000664461504	0.022294812
BATF	0.009172448	0.06988489	0.0371854465
PDZK1P2	0.10680581	0.63181915	0.43285855
RP11-395N3.2	0.58808715	0.31353435	0.040243835
RP11-748H22.2	0.050282575	0.02183264185	0.0284393035
RP11-748H22.1	0.7672444	1.515903	1.723067
AC012363.10	0.005087798	0.0008025403	0.0033455105
RP11-31L22.3	5.4712e-05	0.00022076651	0.0004572836
MACF1	51.0117	64.516655	98.124105
RNU6-451P	9.853973	9.286803	7.4891005
CTC-535M15.2	1.41045121e-05	2.2761245e-05	8.11783269e-05
RP11-91K11.2	0.0009691965	0.0004649879	3.42859e-05
CCDC144CP	0.2693119	0.1930703	0.26941815
CTC-349C3.1	0.8469876	1.097986	1.1353712
AC139149.1	9.8228645	19.716685	13.80172
EXOSC3P1	2.2232135	1.2236675	1.18616
RNF103-CHMP3	0.35571365	0.42941495	0.54069795
RP11-598G2.1	0.03932308	0.1567147	0.027363544
AC010733.4	0.0001845315	0.02529577675	0.0003355635
XXbac-BPG299F13.17	0.52736305	0.53832765	0.72592715
RP11-397K18.1	0.155319935	0.107721583	0.026248515
RP11-764E7.1	0.000189895065	0.0016465245	0.01610399205
RP11-233E12.2	5.24685e-06	0.0001808983	7.79804e-05
AC017079.3	7.05534e-07	7.040065e-06	0.000237957207
AC017079.4	32.33668	33.71182	38.5219
RP11-233E12.4	1.134254e-06	0.00098272	8.04512e-06
TRBV2	0.0001673594	0.0003017835	1.576227e-05
RP11-562F9.2	0.002164028	0.0002504392	3.64527965e-06
RP11-562F9.1	0.63221105	0.5183418	0.41792555
AC010492.4	0.03888094	0.031348665	0.010539958
AC010492.5	0.10054692	0.0406225815	0.11032907
RN7SL276P	1.049191	0.020763442	0.3653024
C1orf200	2.1053362e-05	0.00013460815	0.00766228999
RP11-316M20.1	0.000265269	9.0854565e-06	2.587634e-06
AP000860.2	0.0014856645	0.001938156	0.00013193025
RNU6-112P	6.612362	7.8932865	9.722388
RP3-403A15.1	0.005275423	0.0351373315	0.1865234265
HEXIM1	7.4369635	3.10452	4.7269075
DENND5B	4.9516335	5.0153795	4.9246845
DENND5A	45.92337	50.010625	59.328335
HEXIM2	3.1641585	2.5627415	2.603159
TNC	54.237085	17.824315	12.091205
AL121992.1	8.477954	16.38518	15.57133
C9orf40	2.79237	3.039259	3.994719
AC069286.1	9.911453	8.9349015	8.2824265
AQP7P2	0.075895999	0.08023645	0.0388085325
AQP7P1	0.0900182555	0.105771935	0.036352162
PPIAP30	29.517335	23.27963	23.19333
PPIAP31	505.21995	397.86715	357.0955
KRT128P	0.001113321	4.0563e-05	7.43677e-05
RNA5SP18	11.716555	14.646375	12.74751
RP4-607I7.1	0.0014089475	0.083427375	0.001921925
AP000350.7	0.0007055618	0.00021258575	1.952935e-05
AP000350.6	0.5344204	0.46543395	0.71556525
AP000350.5	6.251097e-07	9.24301e-06	6.047605e-05
AP000350.4	0.53693135	0.4700031	0.51589265
CRLS1	23.12543	16.49399	23.000935
AP000350.8	0.0104652275	0.001237817	0.005745489
GCSH	43.2926	18.08367	17.342415
RP11-345P4.9	1.2180215	0.8190133	1.281557
ARMC8	22.596865	19.24822	16.328575
RP11-433A10.2	3.56707e-05	0.00079623785	0.00044908825
RP11-433A10.3	1.172273815e-05	0.001097964	0.0002903879
OR7E26P	0.998059	0.8161053	0.7268463
ARMC9	20.906845	15.536935	14.36071
OR7E125P	0.27821965	0.29620895	0.3386591
AC095061.1	9.9218715	6.7526955	8.7616675
LRG1	0.60751525	0.88489965	0.5368114
RP3-393K13.1	0.006666743	0.0042047315	0.0018224165
OR6Q1	0.0005065645	0.000141251905	0.00020032635
CTB-27N1.1	0.0068736935	0.108654275	0.09956604
GUF1	9.324879	6.72046	6.838266
RN7SL139P	0.7347071	0.56658895	0.41995675
OR4X7P	6.292303	6.50701	14.94634
RP11-406A20.1	0.0090479785	0.006577819	0.059093512
PML	7.665024	23.686025	32.90351
RP11-434D2.11	0.016380785	0.013721955	0.013868626
